Date,MACD_Breadth
2017-11-06,71.73447537473233
2017-11-07,71.5203426124197
2017-11-08,71.09207708779444
2017-11-09,70.2355460385439
2017-11-10,68.73661670235546
2017-11-13,68.09421841541756
2017-11-14,68.3083511777302
2017-11-15,65.95289079229121
2017-11-16,65.95289079229121
2017-11-17,65.95289079229121
2017-11-20,65.73875802997858
2017-11-21,66.59528907922912
2017-11-22,67.02355460385438
2017-11-24,67.45182012847965
2017-11-27,67.88008565310493
2017-11-28,70.02141327623126
2017-11-29,73.66167023554604
2017-11-30,77.51605995717344
2017-12-01,79.01498929336188
2017-12-04,79.87152034261243
2017-12-05,77.73019271948608
2017-12-06,75.58886509635975
2017-12-07,75.58886509635975
2017-12-08,75.58886509635975
2017-12-11,76.017130620985
2017-12-12,76.65952890792292
2017-12-13,76.23126338329764
2017-12-14,74.7323340471092
2017-12-15,76.44539614561027
2017-12-18,77.51605995717344
2017-12-19,76.65952890792292
2017-12-20,74.30406852248393
2017-12-21,75.16059957173448
2017-12-22,75.16059957173448
2017-12-26,73.87580299785867
2017-12-27,73.23340471092077
2017-12-28,73.44753747323341
2017-12-29,73.87580299785867
2018-01-02,73.87580299785867
2018-01-03,75.37473233404711
2018-01-04,77.08779443254818
2018-01-05,78.15845824411134
2018-01-08,80.72805139186295
2018-01-09,80.94218415417559
2018-01-10,80.72805139186295
2018-01-11,82.01284796573876
2018-01-12,81.37044967880087
2018-01-16,81.37044967880087
2018-01-17,83.08351177730194
2018-01-18,83.08351177730194
2018-01-19,83.08351177730194
2018-01-22,83.29764453961455
2018-01-23,84.1541755888651
2018-01-24,83.72591006423983
2018-01-25,84.36830835117773
2018-01-26,85.22483940042827
2018-01-29,84.1541755888651
2018-01-30,83.5117773019272
2018-01-31,82.65524625267666
2018-02-01,79.87152034261243
2018-02-02,76.017130620985
2018-02-05,66.80942184154176
2018-02-06,58.02997858672377
2018-02-07,49.572649572649574
2018-02-08,33.33333333333333
2018-02-09,25.427350427350426
2018-02-12,22.22222222222222
2018-02-13,21.581196581196583
2018-02-14,22.863247863247864
2018-02-15,26.70940170940171
2018-02-16,31.196581196581196
2018-02-20,33.547008547008545
2018-02-21,34.61538461538461
2018-02-22,35.47008547008547
2018-02-23,38.675213675213676
2018-02-26,45.94017094017094
2018-02-27,46.794871794871796
2018-02-28,45.51282051282051
2018-03-01,42.73504273504273
2018-03-02,41.452991452991455
2018-03-05,42.0940170940171
2018-03-06,44.230769230769226
2018-03-07,45.085470085470085
2018-03-08,48.29059829059829
2018-03-09,52.77777777777778
2018-03-12,54.91452991452992
2018-03-13,57.47863247863248
2018-03-14,58.119658119658126
2018-03-15,58.76068376068376
2018-03-16,59.82905982905983
2018-03-19,59.82905982905983
2018-03-20,59.401709401709404
2018-03-21,57.90598290598291
2018-03-22,51.49572649572649
2018-03-23,42.94871794871795
2018-03-26,41.02564102564102
2018-03-27,35.47008547008547
2018-03-28,32.9059829059829
2018-03-29,32.47863247863248
2018-04-02,29.48717948717949
2018-04-03,29.273504273504276
2018-04-04,30.34188034188034
2018-04-05,32.26495726495727
2018-04-06,30.555555555555557
2018-04-09,30.555555555555557
2018-04-10,32.47863247863248
2018-04-11,34.18803418803419
2018-04-12,35.256410256410255
2018-04-13,36.11111111111111
2018-04-16,40.81196581196581
2018-04-17,46.15384615384615
2018-04-18,52.35042735042735
2018-04-19,52.991452991452995
2018-04-20,53.84615384615385
2018-04-23,54.91452991452992
2018-04-24,52.56410256410257
2018-04-25,51.70940170940172
2018-04-26,50.0
2018-04-27,50.21367521367522
2018-04-30,50.427350427350426
2018-05-01,51.06837606837607
2018-05-02,48.504273504273506
2018-05-03,46.794871794871796
2018-05-04,48.07692307692308
2018-05-07,49.14529914529914
2018-05-08,51.06837606837607
2018-05-09,51.06837606837607
2018-05-10,55.769230769230774
2018-05-11,58.54700854700855
2018-05-14,61.32478632478633
2018-05-15,61.111111111111114
2018-05-16,61.32478632478633
2018-05-17,61.75213675213676
2018-05-18,61.75213675213676
2018-05-21,63.24786324786324
2018-05-22,64.31623931623932
2018-05-23,64.52991452991454
2018-05-24,64.95726495726495
2018-05-25,64.31623931623932
2018-05-29,62.39316239316239
2018-05-30,63.46153846153846
2018-05-31,60.04273504273504
2018-06-01,58.54700854700855
2018-06-04,60.470085470085465
2018-06-05,60.89743589743589
2018-06-06,64.31623931623932
2018-06-07,65.8119658119658
2018-06-08,68.16239316239316
2018-06-11,70.2991452991453
2018-06-12,72.64957264957265
2018-06-13,73.50427350427351
2018-06-14,75.21367521367522
2018-06-15,74.78632478632478
2018-06-18,73.50427350427351
2018-06-19,71.7948717948718
2018-06-20,70.08547008547008
2018-06-21,67.52136752136752
2018-06-22,67.73504273504274
2018-06-25,65.38461538461539
2018-06-26,62.39316239316239
2018-06-27,57.90598290598291
2018-06-28,53.41880341880342
2018-06-29,53.205128205128204
2018-07-02,52.35042735042735
2018-07-03,50.427350427350426
2018-07-05,50.427350427350426
2018-07-06,51.92307692307693
2018-07-09,55.34188034188035
2018-07-10,59.61538461538461
2018-07-11,60.470085470085465
2018-07-12,62.39316239316239
2018-07-13,64.31623931623932
2018-07-16,64.95726495726495
2018-07-17,67.3076923076923
2018-07-18,70.94017094017094
2018-07-19,71.58119658119658
2018-07-20,71.7948717948718
2018-07-23,70.72649572649573
2018-07-24,71.58119658119658
2018-07-25,72.00854700854701
2018-07-26,72.64957264957265
2018-07-27,72.43589743589743
2018-07-30,71.15384615384616
2018-07-31,70.08547008547008
2018-08-01,68.58974358974359
2018-08-02,69.65811965811966
2018-08-03,70.08547008547008
2018-08-06,71.58119658119658
2018-08-07,73.29059829059828
2018-08-08,73.93162393162393
2018-08-09,74.35897435897436
2018-08-10,73.29059829059828
2018-08-13,71.36752136752136
2018-08-14,70.08547008547008
2018-08-15,68.58974358974359
2018-08-16,68.80341880341881
2018-08-17,67.73504273504274
2018-08-20,69.01709401709401
2018-08-21,71.15384615384616
2018-08-22,70.72649572649573
2018-08-23,70.51282051282051
2018-08-24,71.36752136752136
2018-08-27,73.50427350427351
2018-08-28,75.21367521367522
2018-08-29,76.06837606837607
2018-08-30,76.06837606837607
2018-08-31,75.42735042735043
2018-09-04,74.78632478632478
2018-09-05,74.35897435897436
2018-09-06,74.57264957264957
2018-09-07,73.93162393162393
2018-09-10,72.86324786324786
2018-09-11,72.22222222222221
2018-09-12,73.07692307692307
2018-09-13,72.64957264957265
2018-09-14,73.29059829059828
2018-09-17,72.00854700854701
2018-09-18,72.43589743589743
2018-09-19,72.64957264957265
2018-09-20,73.29059829059828
2018-09-21,73.29059829059828
2018-09-24,72.43589743589743
2018-09-25,69.65811965811966
2018-09-26,65.5982905982906
2018-09-27,63.46153846153846
2018-09-28,61.53846153846154
2018-10-01,60.256410256410255
2018-10-02,59.18803418803419
2018-10-03,56.623931623931625
2018-10-04,54.48717948717948
2018-10-05,51.49572649572649
2018-10-08,50.641025641025635
2018-10-09,48.717948717948715
2018-10-10,40.38461538461539
2018-10-11,25.64102564102564
2018-10-12,21.367521367521366
2018-10-15,17.94871794871795
2018-10-16,19.230769230769234
2018-10-17,20.085470085470085
2018-10-18,19.444444444444446
2018-10-19,19.65811965811966
2018-10-22,18.37606837606838
2018-10-23,17.94871794871795
2018-10-24,16.23931623931624
2018-10-25,16.025641025641026
2018-10-26,15.598290598290598
2018-10-29,15.81196581196581
2018-10-30,16.666666666666664
2018-10-31,17.52136752136752
2018-11-01,19.230769230769234
2018-11-02,20.085470085470085
2018-11-05,22.863247863247864
2018-11-06,27.77777777777778
2018-11-07,35.68376068376068
2018-11-08,42.73504273504273
2018-11-09,47.43589743589743
2018-11-12,46.794871794871796
2018-11-13,45.94017094017094
2018-11-14,44.44444444444444
2018-11-15,45.2991452991453
2018-11-16,47.64957264957265
2018-11-19,46.15384615384615
2018-11-20,42.94871794871795
2018-11-21,40.38461538461539
2018-11-23,39.31623931623932
2018-11-26,39.743589743589745
2018-11-27,41.02564102564102
2018-11-28,45.72649572649573
2018-11-29,47.43589743589743
2018-11-30,53.205128205128204
2018-12-03,59.401709401709404
2018-12-04,55.98290598290598
2018-12-06,54.27350427350427
2018-12-07,46.15384615384615
2018-12-10,42.30769230769231
2018-12-11,37.82051282051282
2018-12-12,36.965811965811966
2018-12-13,35.47008547008547
2018-12-14,30.76923076923077
2018-12-17,24.358974358974358
2018-12-18,19.017094017094017
2018-12-19,15.81196581196581
2018-12-20,12.179487179487179
2018-12-21,8.974358974358974
2018-12-24,4.914529914529915
2018-12-26,2.9914529914529915
2018-12-27,3.205128205128205
2018-12-28,3.8461538461538463
2018-12-31,4.700854700854701
2019-01-02,5.3418803418803416
2019-01-03,4.914529914529915
2019-01-04,6.196581196581197
2019-01-07,8.547008547008547
2019-01-08,12.82051282051282
2019-01-09,17.307692307692307
2019-01-10,24.358974358974358
2019-01-11,33.76068376068376
2019-01-14,40.81196581196581
2019-01-15,46.26865671641791
2019-01-16,50.95948827292111
2019-01-17,58.63539445628998
2019-01-18,70.36247334754798
2019-01-22,71.64179104477611
2019-01-23,74.20042643923242
2019-01-24,77.61194029850746
2019-01-25,79.74413646055437
2019-01-28,81.2366737739872
2019-01-29,83.5820895522388
2019-01-30,84.22174840085287
2019-01-31,86.56716417910447
2019-02-01,88.27292110874201
2019-02-04,89.97867803837953
2019-02-05,90.6183368869936
2019-02-06,91.04477611940298
2019-02-07,91.25799573560768
2019-02-08,91.47121535181236
2019-02-11,90.40511727078892
2019-02-12,90.6183368869936
2019-02-13,90.8315565031983
2019-02-14,91.04477611940298
2019-02-15,92.32409381663112
2019-02-19,92.75053304904051
2019-02-20,93.39019189765459
2019-02-21,93.39019189765459
2019-02-22,92.75053304904051
2019-02-25,93.39019189765459
2019-02-26,93.17697228144989
2019-02-27,92.11087420042644
2019-02-28,91.68443496801706
2019-03-01,92.32409381663112
2019-03-04,91.68443496801706
2019-03-05,89.97867803837953
2019-03-06,88.05970149253731
2019-03-07,85.50106609808103
2019-03-08,83.15565031982942
2019-03-11,82.51599147121536
2019-03-12,81.4498933901919
2019-03-13,82.08955223880598
2019-03-14,81.02345415778251
2019-03-15,80.81023454157783
2019-03-18,81.2366737739872
2019-03-19,81.02345415778251
2019-03-20,78.46481876332622
2019-03-21,78.03837953091684
2019-03-22,76.33262260127933
2019-03-25,73.77398720682304
2019-03-26,72.28144989339019
2019-03-27,71.42857142857143
2019-03-28,70.78891257995735
2019-03-29,72.06823027718549
2019-04-01,76.7590618336887
2019-04-02,78.25159914712152
2019-04-03,79.95735607675905
2019-04-04,82.30277185501066
2019-04-05,85.07462686567165
2019-04-08,86.35394456289978
2019-04-09,85.9275053304904
2019-04-10,86.35394456289978
2019-04-11,86.35394456289978
2019-04-12,87.84648187633263
2019-04-15,87.20682302771856
2019-04-16,85.53191489361703
2019-04-17,81.104033970276
2019-04-18,79.19320594479831
2019-04-22,77.2823779193206
2019-04-23,76.00849256900213
2019-04-24,76.2208067940552
2019-04-25,75.0
2019-04-26,75.63559322033898
2019-04-29,76.0593220338983
2019-04-30,76.69491525423729
2019-05-01,75.84745762711864
2019-05-02,73.72881355932203
2019-05-03,73.9406779661017
2019-05-06,74.15254237288136
2019-05-07,70.55084745762711
2019-05-08,66.3135593220339
2019-05-09,62.07627118644068
2019-05-10,62.07627118644068
2019-05-13,56.355932203389834
2019-05-14,52.33050847457628
2019-05-15,49.57627118644068
2019-05-16,49.57627118644068
2019-05-17,48.728813559322035
2019-05-20,46.82203389830508
2019-05-21,48.728813559322035
2019-05-22,49.57627118644068
2019-05-23,47.03389830508475
2019-05-24,45.55084745762712
2019-05-28,44.27966101694915
2019-05-29,41.10169491525424
2019-05-30,38.559322033898304
2019-05-31,36.86440677966102
2019-06-03,35.59322033898305
2019-06-04,38.13559322033898
2019-06-05,40.46610169491525
2019-06-06,44.27966101694915
2019-06-07,47.03389830508475
2019-06-10,51.90677966101694
2019-06-11,55.932203389830505
2019-06-12,57.83898305084746
2019-06-13,62.07627118644068
2019-06-14,64.40677966101694
2019-06-17,65.3276955602537
2019-06-18,68.28752642706131
2019-06-19,72.3044397463002
2019-06-20,75.8985200845666
2019-06-21,79.28118393234672
2019-06-24,79.06976744186046
2019-06-25,79.28118393234672
2019-06-26,78.8583509513742
2019-06-27,78.8583509513742
2019-06-28,80.12684989429175
2019-07-01,81.64556962025317
2019-07-02,83.75527426160338
2019-07-03,85.44303797468355
2019-07-05,86.28691983122363
2019-07-08,86.28691983122363
2019-07-09,86.07594936708861
2019-07-10,86.91983122362869
2019-07-11,85.86497890295358
2019-07-12,86.07594936708861
2019-07-15,86.07594936708861
2019-07-16,86.28691983122363
2019-07-17,85.23206751054853
2019-07-18,83.36842105263158
2019-07-19,82.52631578947368
2019-07-22,80.0
2019-07-23,79.78947368421052
2019-07-24,80.0
2019-07-25,78.73684210526316
2019-07-26,77.6842105263158
2019-07-29,76.42105263157895
2019-07-30,74.31578947368422
2019-07-31,71.78947368421052
2019-08-01,68.42105263157895
2019-08-02,61.473684210526315
2019-08-05,49.684210526315795
2019-08-06,43.15789473684211
2019-08-07,39.78947368421053
2019-08-08,41.26315789473684
2019-08-09,40.8421052631579
2019-08-12,40.21052631578947
2019-08-13,40.63157894736842
2019-08-14,37.26315789473684
2019-08-15,35.368421052631575
2019-08-16,36.421052631578945
2019-08-19,39.36842105263158
2019-08-20,41.26315789473684
2019-08-21,44.0
2019-08-22,46.73684210526316
2019-08-23,43.15789473684211
2019-08-26,42.73684210526316
2019-08-27,43.15789473684211
2019-08-28,43.368421052631575
2019-08-29,45.68421052631579
2019-08-30,45.89473684210526
2019-09-03,46.10526315789474
2019-09-04,47.78947368421053
2019-09-05,51.368421052631575
2019-09-06,54.736842105263165
2019-09-09,62.31578947368421
2019-09-10,67.36842105263158
2019-09-11,69.05263157894737
2019-09-12,70.3157894736842
2019-09-13,73.89473684210527
2019-09-16,75.36842105263158
2019-09-17,78.3157894736842
2019-09-18,79.36842105263158
2019-09-19,78.73684210526316
2019-09-20,78.10526315789474
2019-09-23,76.84210526315789
2019-09-24,75.78947368421053
2019-09-25,74.73684210526315
2019-09-26,73.05263157894737
2019-09-27,70.10526315789474
2019-09-30,69.6842105263158
2019-10-01,65.26315789473685
2019-10-02,56.84210526315789
2019-10-03,49.89473684210527
2019-10-04,47.78947368421053
2019-10-07,44.21052631578947
2019-10-08,38.94736842105263
2019-10-09,36.421052631578945
2019-10-10,37.05263157894737
2019-10-11,40.421052631578945
2019-10-14,42.526315789473685
2019-10-15,46.31578947368421
2019-10-16,49.473684210526315
2019-10-17,53.89473684210526
2019-10-18,57.263157894736835
2019-10-21,58.526315789473685
2019-10-22,59.78947368421053
2019-10-23,59.36842105263158
2019-10-24,60.924369747899156
2019-10-25,62.60504201680672
2019-10-28,63.4453781512605
2019-10-29,65.96638655462185
2019-10-30,66.80672268907563
2019-10-31,68.0672268907563
2019-11-01,67.64705882352942
2019-11-04,67.64705882352942
2019-11-05,67.01680672268907
2019-11-06,67.01680672268907
2019-11-07,67.85714285714286
2019-11-08,67.43697478991596
2019-11-11,67.22689075630252
2019-11-12,67.64705882352942
2019-11-13,68.69747899159664
2019-11-14,69.32773109243698
2019-11-15,69.53781512605042
2019-11-18,71.00840336134453
2019-11-19,71.84873949579831
2019-11-20,71.84873949579831
2019-11-21,71.63865546218487
2019-11-22,70.7983193277311
2019-11-25,72.05882352941177
2019-11-26,72.89915966386555
2019-11-27,73.73949579831933
2019-11-29,74.15966386554622
2019-12-02,73.52941176470588
2019-12-03,71.42857142857143
2019-12-04,70.58823529411765
2019-12-05,69.11764705882352
2019-12-06,70.16806722689076
2019-12-09,70.37815126050421
2019-12-10,69.9579831932773
2019-12-11,69.53781512605042
2019-12-12,70.16806722689076
2019-12-13,72.05882352941177
2019-12-16,73.31932773109243
2019-12-17,73.52941176470588
2019-12-18,74.78991596638656
2019-12-19,76.47058823529412
2019-12-20,78.36134453781513
2019-12-23,80.25210084033614
2019-12-24,80.0420168067227
2019-12-26,80.67226890756302
2019-12-27,80.88235294117648
2019-12-30,81.09243697478992
2019-12-31,80.88235294117648
2020-01-02,81.72268907563026
2020-01-03,81.09243697478992
2020-01-06,81.5126050420168
2020-01-07,79.83193277310924
2020-01-08,78.15126050420169
2020-01-09,78.78151260504201
2020-01-10,77.52100840336135
2020-01-13,78.99159663865547
2020-01-14,78.78151260504201
2020-01-15,79.2016806722689
2020-01-16,80.67226890756302
2020-01-17,82.56302521008404
2020-01-21,82.98319327731093
2020-01-22,82.98319327731093
2020-01-23,81.9327731092437
2020-01-24,77.94117647058823
2020-01-27,72.89915966386555
2020-01-28,70.7983193277311
2020-01-29,68.0672268907563
2020-01-30,65.33613445378151
2020-01-31,59.87394957983193
2020-02-03,55.88235294117647
2020-02-04,57.773109243697476
2020-02-05,60.71428571428571
2020-02-06,63.23529411764706
2020-02-07,62.18487394957983
2020-02-10,63.65546218487395
2020-02-11,65.12605042016807
2020-02-12,67.64705882352942
2020-02-13,68.90756302521008
2020-02-14,70.37815126050421
2020-02-18,70.7983193277311
2020-02-19,70.16806722689076
2020-02-20,70.7983193277311
2020-02-21,68.4873949579832
2020-02-24,62.60504201680672
2020-02-25,51.05042016806722
2020-02-26,41.806722689075634
2020-02-27,29.411764705882355
2020-02-28,17.436974789915965
2020-03-02,14.07563025210084
2020-03-03,11.134453781512606
2020-03-04,14.07563025210084
2020-03-05,15.336134453781513
2020-03-06,14.915966386554622
2020-03-09,9.873949579831933
2020-03-10,9.243697478991598
2020-03-11,6.512605042016808
2020-03-12,2.941176470588235
2020-03-13,3.1512605042016806
2020-03-16,2.3109243697478994
2020-03-17,2.5210084033613445
2020-03-18,2.5210084033613445
2020-03-19,2.5210084033613445
2020-03-20,2.73109243697479
2020-03-23,1.680672268907563
2020-03-24,1.8907563025210083
2020-03-25,1.4705882352941175
2020-03-26,1.680672268907563
2020-03-27,1.680672268907563
2020-03-30,2.3109243697478994
2020-03-31,2.73109243697479
2020-04-01,3.571428571428571
2020-04-02,5.042016806722689
2020-04-03,5.46218487394958
2020-04-06,7.563025210084033
2020-04-07,8.823529411764707
2020-04-08,14.285714285714285
2020-04-09,19.747899159663866
2020-04-13,24.369747899159663
2020-04-14,32.983193277310924
2020-04-15,37.18487394957983
2020-04-16,41.38655462184874
2020-04-17,50.84033613445378
2020-04-20,52.94117647058824
2020-04-21,51.89075630252101
2020-04-22,53.36134453781513
2020-04-23,53.36134453781513
2020-04-24,55.43933054393305
2020-04-27,60.04184100418411
2020-04-28,67.57322175732217
2020-04-29,75.73221757322176
2020-04-30,78.24267782426779
2020-05-01,75.52301255230127
2020-05-04,72.17573221757321
2020-05-05,69.8744769874477
2020-05-06,67.15481171548117
2020-05-07,67.15481171548117
2020-05-08,69.8744769874477
2020-05-11,70.92050209205021
2020-05-12,68.41004184100419
2020-05-13,64.01673640167364
2020-05-14,60.46025104602511
2020-05-15,57.74058577405857
2020-05-18,61.92468619246861
2020-05-19,63.59832635983263
2020-05-20,66.94560669456067
2020-05-21,69.24686192468619
2020-05-22,70.0836820083682
2020-05-26,76.35983263598327
2020-05-27,82.21757322175732
2020-05-28,86.82008368200836
2020-05-29,90.1673640167364
2020-06-01,93.09623430962343
2020-06-02,95.39748953974896
2020-06-03,96.86192468619247
2020-06-04,96.44351464435147
2020-06-05,96.86192468619247
2020-06-08,97.28033472803347
2020-06-09,97.48953974895397
2020-06-10,96.86192468619247
2020-06-11,95.81589958158996
2020-06-12,93.93305439330544
2020-06-15,92.25941422594143
2020-06-16,91.63179916317992
2020-06-17,91.63179916317992
2020-06-18,90.7949790794979
2020-06-19,87.86610878661088
2020-06-22,84.72803347280335
2020-06-23,80.3347280334728
2020-06-24,74.05857740585773
2020-06-25,70.29288702928869
2020-06-26,60.46025104602511
2020-06-29,57.94979079497908
2020-06-30,57.94979079497908
2020-07-01,58.57740585774059
2020-07-02,59.41422594142259
2020-07-06,63.17991631799163
2020-07-07,63.59832635983263
2020-07-08,61.71548117154811
2020-07-09,57.74058577405857
2020-07-10,57.53138075313807
2020-07-13,57.94979079497908
2020-07-14,60.66945606694561
2020-07-15,65.48117154811716
2020-07-16,69.6652719665272
2020-07-17,72.80334728033473
2020-07-20,73.43096234309623
2020-07-21,75.52301255230127
2020-07-22,78.03347280334728
2020-07-23,79.07949790794979
2020-07-24,78.45188284518828
2020-07-27,79.07949790794979
2020-07-28,78.8702928870293
2020-07-29,80.9623430962343
2020-07-30,79.49790794979079
2020-07-31,79.49790794979079
2020-08-03,78.03347280334728
2020-08-04,77.40585774058577
2020-08-05,77.61506276150628
2020-08-06,78.45188284518828
2020-08-07,80.3347280334728
2020-08-10,82.00836820083683
2020-08-11,82.21757322175732
2020-08-12,82.42677824267783
2020-08-13,82.00836820083683
2020-08-14,82.21757322175732
2020-08-17,81.3807531380753
2020-08-18,80.9623430962343
2020-08-19,80.5439330543933
2020-08-20,78.24267782426779
2020-08-21,76.15062761506276
2020-08-24,76.56903765690377
2020-08-25,75.94142259414227
2020-08-26,75.10460251046025
2020-08-27,75.94142259414227
2020-08-28,77.40585774058577
2020-08-31,77.19665271966527
2020-09-01,76.56903765690377
2020-09-02,78.45188284518828
2020-09-03,76.56903765690377
2020-09-04,74.47698744769873
2020-09-08,68.6192468619247
2020-09-09,66.31799163179917
2020-09-10,62.34309623430963
2020-09-11,59.20502092050209
2020-09-14,58.15899581589959
2020-09-15,58.995815899581594
2020-09-16,60.66945606694561
2020-09-17,58.78661087866108
2020-09-18,56.69456066945606
2020-09-21,51.67364016736402
2020-09-22,45.60669456066946
2020-09-23,39.74895397489539
2020-09-24,32.42677824267782
2020-09-25,31.380753138075313
2020-09-28,34.10041841004184
2020-09-29,35.98326359832636
2020-09-30,37.86610878661088
2020-10-01,42.46861924686193
2020-10-02,44.14225941422594
2020-10-05,50.836820083682014
2020-10-06,54.60251046025104
2020-10-07,58.78661087866108
2020-10-08,65.69037656903765
2020-10-09,73.22175732217573
2020-10-12,76.98744769874477
2020-10-13,79.9163179916318
2020-10-14,80.1255230125523
2020-10-15,79.70711297071131
2020-10-16,79.9163179916318
2020-10-19,77.19665271966527
2020-10-20,75.73221757322176
2020-10-21,74.47698744769873
2020-10-22,73.64016736401673
2020-10-23,74.26778242677824
2020-10-26,70.50209205020921
2020-10-27,64.64435146443515
2020-10-28,53.55648535564853
2020-10-29,47.48953974895397
2020-10-30,39.53974895397489
2020-11-02,38.912133891213394
2020-11-03,44.14225941422594
2020-11-04,49.26931106471816
2020-11-05,54.07098121085595
2020-11-06,59.2901878914405
2020-11-09,66.80584551148226
2020-11-10,74.11273486430062
2020-11-11,76.40918580375782
2020-11-12,78.07933194154488
2020-11-13,81.41962421711901
2020-11-16,83.50730688935282
2020-11-17,84.13361169102296
2020-11-18,84.75991649269311
2020-11-19,85.17745302713988
2020-11-20,84.55114822546973
2020-11-23,82.6722338204593
2020-11-24,83.08977035490605
2020-11-25,82.4634655532359
2020-11-27,82.04592901878914
2020-11-30,82.6722338204593
2020-12-01,82.04592901878914
2020-12-02,82.6722338204593
2020-12-03,82.25469728601253
2020-12-04,83.29853862212944
2020-12-07,83.50730688935282
2020-12-08,83.50730688935282
2020-12-09,80.58455114822547
2020-12-10,79.54070981210856
2020-12-11,79.12317327766179
2020-12-14,76.61795407098121
2020-12-15,78.70563674321504
2020-12-16,78.91440501043841
2020-12-17,80.3757828810021
2020-12-18,82.25469728601253
2020-12-21,81.83716075156576
2020-12-22,79.33194154488518
2020-12-23,77.8705636743215
2020-12-24,78.91440501043841
2020-12-28,79.12317327766179
2020-12-29,78.07933194154488
2020-12-30,78.70563674321504
2020-12-31,79.12317327766179
2021-01-04,77.45302713987473
2021-01-05,75.15657620041753
2021-01-06,78.70563674321504
2021-01-07,79.74947807933194
2021-01-08,79.95824634655533
2021-01-11,79.33194154488518
2021-01-12,79.12317327766179
2021-01-13,78.28810020876827
2021-01-14,77.24425887265136
2021-01-15,75.83333333333333
2021-01-19,75.67567567567568
2021-01-20,77.13097713097713
2021-01-21,77.96257796257797
2021-01-22,76.71517671517671
2021-01-25,75.67567567567568
2021-01-26,74.22037422037423
2021-01-27,66.94386694386695
2021-01-28,64.65696465696466
2021-01-29,58.21205821205822
2021-02-01,55.09355509355509
2021-02-02,56.13305613305614
2021-02-03,55.71725571725572
2021-02-04,57.7962577962578
2021-02-05,62.57796257796257
2021-02-08,65.48856548856548
2021-02-09,68.3991683991684
2021-02-10,70.68607068607069
2021-02-11,71.93347193347194
2021-02-12,74.63617463617463
2021-02-16,73.8045738045738
2021-02-17,72.76507276507277
2021-02-18,72.76507276507277
2021-02-19,70.89397089397089
2021-02-22,69.23076923076923
2021-02-23,68.1912681912682
2021-02-24,67.98336798336798
2021-02-25,65.28066528066529
2021-02-26,61.74636174636174
2021-03-01,61.12266112266113
2021-03-02,60.2910602910603
2021-03-03,59.04365904365905
2021-03-04,56.54885654885655
2021-03-05,57.58835758835759
2021-03-08,57.7962577962578
2021-03-09,59.66735966735966
2021-03-10,62.78586278586279
2021-03-11,65.28066528066529
2021-03-12,68.3991683991684
2021-03-15,71.72557172557173
2021-03-16,73.5966735966736
2021-03-17,76.0914760914761
2021-03-18,76.76348547717843
2021-03-19,76.14107883817427
2021-03-22,77.38589211618257
2021-03-23,75.72614107883817
2021-03-24,75.72614107883817
2021-03-25,74.68879668049793
2021-03-26,78.83817427385893
2021-03-29,79.25311203319502
2021-03-30,79.04564315352697
2021-03-31,79.46058091286307
2021-04-01,81.53526970954357
2021-04-05,83.81742738589212
2021-04-06,87.13692946058092
2021-04-07,87.75933609958506
2021-04-08,88.58921161825725
2021-04-09,88.58921161825725
2021-04-12,88.79668049792531
2021-04-13,89.62655601659752
2021-04-14,90.45643153526972
2021-04-15,91.49377593360995
2021-04-16,91.90871369294605
2021-04-19,91.70124481327801
2021-04-20,89.83402489626556
2021-04-21,90.04149377593362
2021-04-22,88.17427385892115
2021-04-23,87.75933609958506
2021-04-26,89.21161825726142
2021-04-27,89.00414937759335
2021-04-28,89.62655601659752
2021-04-29,90.24896265560166
2021-04-30,89.00414937759335
2021-05-03,87.75933609958506
2021-05-04,84.85477178423237
2021-05-05,82.98755186721992
2021-05-06,80.70539419087137
2021-05-07,81.12033195020747
2021-05-10,80.29045643153528
2021-05-11,76.97095435684648
2021-05-12,73.02904564315352
2021-05-13,72.19917012448133
2021-05-14,72.19917012448133
2021-05-17,70.33195020746888
2021-05-18,69.91701244813278
2021-05-19,67.28778467908903
2021-05-20,66.32231404958677
2021-05-21,65.08264462809917
2021-05-24,66.11570247933885
2021-05-25,67.56198347107438
2021-05-26,68.38842975206612
2021-05-27,70.24793388429752
2021-05-28,72.72727272727273
2021-06-01,71.28099173553719
2021-06-02,70.86776859504133
2021-06-03,70.66115702479338
2021-06-04,71.900826446281
2021-06-07,71.07438016528926
2021-06-08,69.42148760330579
2021-06-09,68.59504132231406
2021-06-10,68.18181818181817
2021-06-11,68.80165289256198
2021-06-14,66.11570247933885
2021-06-15,66.11570247933885
2021-06-16,63.01652892561983
2021-06-17,58.26446280991735
2021-06-18,53.30578512396694
2021-06-21,51.85950413223141
2021-06-22,50.0
2021-06-23,48.34710743801653
2021-06-24,48.14049586776859
2021-06-25,49.586776859504134
2021-06-28,50.20661157024794
2021-06-29,50.0
2021-06-30,50.20661157024794
2021-07-01,51.446280991735534
2021-07-02,52.68595041322314
2021-07-06,52.892561983471076
2021-07-07,52.47933884297521
2021-07-08,51.446280991735534
2021-07-09,54.132231404958674
2021-07-12,55.578512396694215
2021-07-13,55.78512396694215
2021-07-14,55.371900826446286
2021-07-15,55.16528925619835
2021-07-16,55.16528925619835
2021-07-19,49.586776859504134
2021-07-20,50.0
2021-07-21,50.20661157024794
2021-07-22,50.6198347107438
2021-07-23,53.51239669421488
